,STYLE_NAME,STLYE,CT
51271,CURACAO MELON,SPIRITS_TYPE FLAVOR_STYLE,77
89256,RYE WHISKY ROBUST PORTER,SPIRITS_TYPE BEER_MICRO,77
23254,CHAMBOURCIN BANANA,WINE_VARIETAL FLAVOR_STYLE,211
141266,CHILE BEER SANGIOVESE,BEER_MICRO WINE_VARIETAL,75
167237,CHAMPAGNE LÉON MILLOT,WINE_VARIETAL WINE_VARIETAL,211
29914,LUCIE KUHLMANN SHERRY,WINE_VARIETAL WINE_STYLE,211
188332,CARMENERE PRIMITIVO,WINE_VARIETAL WINE_VARIETAL,211
150263,DOPPELBOCK ELDERBERRY,BEER_MICRO WINE_VARIETAL,75
14653,TOURIGA NACIONAL WHEATWINE,WINE_VARIETAL BEER_MICRO,211
7270,COCONUT INDIA PALE LAGER or IPL,FLAVOR_STYLE BEER_MICRO,57
51421,VERDELHO MELON,WINE_VARIETAL FLAVOR_STYLE,211
185083,CIDER VERNACCIA,BEER_STYLE WINE_VARIETAL,8
151982,VERDICCHIO BOAL,WINE_VARIETAL WINE_VARIETAL,211
221079,GRAPPA BRANDY VINHO VERDE,SPIRITS_TYPE WINE_VARIETAL,77
135746,ASTI SPUMANTE BEAUJOLAIS,WINE_VARIETAL WINE_VARIETAL,211
13632,JUNSHU OLD ALE,WINE_SUBSTYLE BEER_MICRO,18
64095,MUSCAT OTTONEL RESIDUE BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
33618,GRAPPA BRANDY IMPERIAL STOUT,SPIRITS_TYPE BEER_MICRO,77
34296,MONTEPULCIANO GOSE,WINE_VARIETAL BEER_MICRO,211
88955,ANISE WINTER WARMER,SPIRITS_TYPE BEER_MICRO,77
20666,BLEND MIXED,WINE_STYLE FLAVOR_BROAD,13
40211,WHEAT MASH WHISKY HAZY IPA,SPIRITS_TYPE BEER_MICRO,77
2554,ROSÉ OTHER FLAVORED MALT BEVERAGES,WINE_VARIETAL BEER_STYLE,211
141760,SHANDY ARAK,BEER_MICRO WINE_VARIETAL,75
133977,BLANC DE BLANCS ALIGOTÉ,WINE_VARIETAL WINE_VARIETAL,211
145841,TUPELO HONEY MEAD FUMÉ BLANC,WINE_VARIETAL WINE_VARIETAL,211
179939,PEANUT BUTTER NORTON,FLAVOR_STYLE WINE_VARIETAL,57
222399,GRAPEFRUIT TOURIGA NACIONAL,FLAVOR_STYLE WINE_VARIETAL,57
89617,CORTESE ROBUST PORTER,WINE_VARIETAL BEER_MICRO,211
129482,BOURBON WHISKY ROSÉ,SPIRITS_TYPE WINE_STYLE,77
107229,TEROLDEGO BOURBON WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
109782,CHOCOLATE or COCOA BEER MALT MASH WHISKY,BEER_MICRO SPIRITS_TYPE,75
3322,VIDAL BLANC SELTZERS,WINE_VARIETAL BEER_STYLE,211
107245,SYRAH BOURBON WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
51721,HUCKLEBERRY PECAN,FLAVOR_STYLE FLAVOR_STYLE,57
1240,CARIGNAN HYBRID or SPECIALTY BEER,WINE_VARIETAL BEER_STYLE,211
23634,SAKE HONEY,WINE_STYLE FLAVOR_STYLE,13
91896,ARNEIS HELLES,WINE_VARIETAL BEER_MICRO,211
124788,GRAPPA APPLE BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
89124,BLENDED WHEAT WHISKY WINTER WARMER,SPIRITS_TYPE BEER_MICRO,77
214220,PINEAPPLE TORRONTÉS,FLAVOR_STYLE WINE_VARIETAL,57
187131,LEES BRANDY SAUTERNS,SPIRITS_TYPE WINE_VARIETAL,77
92445,MUSCADET WILD ALE,WINE_VARIETAL BEER_MICRO,211
186558,CHERRY LIMEADE EISWEIN,FLAVOR_STYLE WINE_VARIETAL,57
68094,ST. PEPIN BLENDED RYE WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
28714,BIERE DE GARDE ROCK AND BOURBON,BEER_MICRO SPIRITS_TYPE,75
225552,BLENDED BOURBON WHISKY CHIANTI CLASSICO,SPIRITS_TYPE WINE_VARIETAL,77
109783,BARLEYWINE MALT MASH WHISKY,BEER_MICRO SPIRITS_TYPE,75
27342,DRIED FRUIT BRANDY BLENDED IRISH WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
84160,ALMOND SHERRY,FLAVOR_STYLE WINE_VARIETAL,57
185454,NOIRET VERNACCIA,WINE_VARIETAL WINE_VARIETAL,211
75047,HONJOZO JUNMAI,WINE_SUBSTYLE WINE_SUBSTYLE,18
71780,IMMATURE BRANDY BLEND,SPIRITS_TYPE WINE_STYLE,77
113026,LOUISE SWENSON DISTILLED GIN,WINE_VARIETAL SPIRITS_TYPE,211
151435,BLENDED IRISH WHISKY BLANC DE NOIRS,SPIRITS_TYPE WINE_VARIETAL,77
62063,GRAPE   RYE MASH WHISKY,FLAVOR_STYLE SPIRITS_TYPE,57
46585,MOSCATO VARIETY,WINE_VARIETAL FLAVOR_BROAD,211
136841,GEWÜRZTRAMINER BLUSH,WINE_VARIETAL WINE_VARIETAL,211
17586,NIGORI KELLERBIER or ZWICKELBIER,WINE_SUBSTYLE BEER_MICRO,18
97441,GRAIN SPIRITS BLUE RASPBERRY,SPIRITS_TYPE FLAVOR_STYLE,77
144625,BIERE DE GARDE CONSTANTIA,BEER_MICRO WINE_VARIETAL,75
17098,REDISTILLED GIN GRISETTE,SPIRITS_TYPE BEER_MICRO,77
222993,GOLDWASSER SIEGFRIED,SPIRITS_TYPE WINE_VARIETAL,77
76143,CHIANTI JUNSHU,WINE_VARIETAL WINE_SUBSTYLE,211
5338,SHANDY SCHWARZBIER,BEER_MICRO BEER_MICRO,75
58452,RED WHISKY,WINE_STYLE SPIRITS_BROAD,13
12140,BOURBON WHISKY PUMPKIN ALE,SPIRITS_TYPE BEER_MICRO,77
136939,MILD ALE CARIGNAN,BEER_MICRO WINE_VARIETAL,75
117535,LEMON BLENDED BOURBON WHISKY,FLAVOR_STYLE SPIRITS_TYPE,57
86582,RUM LIQUEUR or CORDIAL MARQUETTE,SPIRITS_TYPE WINE_VARIETAL,77
210611,CALVADOS POMEGRANATE,SPIRITS_TYPE WINE_VARIETAL,77
123243,MUSCAT OTTONEL RAISIN BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
214611,GREEN HUNGARIAN TORRONTÉS,WINE_VARIETAL WINE_VARIETAL,211
90215,PINOT GRIGIO AMERICAN PALE ALE,WINE_VARIETAL BEER_MICRO,211
177045,BRUT IPA CONCORD,BEER_MICRO WINE_VARIETAL,75
155951,TREIXADURA GAMAY BEAUJOLAIS,WINE_VARIETAL WINE_VARIETAL,211
138169,MOSCATO CHIANTI,WINE_VARIETAL WINE_VARIETAL,211
126829,MEAD WHITE,WINE_VARIETAL WINE_STYLE,211
140818,SWEET NEBBIOLO,FLAVOR_BROAD WINE_VARIETAL,5
183324,MADEIRA LANDOT NOIR,WINE_STYLE WINE_VARIETAL,13
21232,CANADIAN WHISKY APPLE,SPIRITS_TYPE FLAVOR_STYLE,77
124292,OAKY GIN LIQUEUR or CORDIAL,WINE_SUBSTYLE SPIRITS_TYPE,18
115412,MANZANILLA ARAK,WINE_VARIETAL SPIRITS_TYPE,211
210715,CHAMBOURCIN POMEGRANATE,WINE_VARIETAL WINE_VARIETAL,211
89607,BLENDED BOURBON WHISKY ROBUST PORTER,SPIRITS_TYPE BEER_MICRO,77
108295,DORTMUNDER CORN WHISKY,BEER_MICRO SPIRITS_TYPE,75
102138,PISCO RASPBERRY,SPIRITS_TYPE FLAVOR_STYLE,77
120786,CHOCOLATE ROCK AND RUM,FLAVOR_STYLE SPIRITS_TYPE,57
176979,VIENNA LAGER CONCORD,BEER_MICRO WINE_VARIETAL,75
70512,MARQUIS KIRSCHWASSER,WINE_VARIETAL SPIRITS_TYPE,211
216483,BLENDED WHEAT WHISKY LEMBERGER,SPIRITS_TYPE WINE_VARIETAL,77
166527,CARAMEL LAGREIN,FLAVOR_STYLE WINE_VARIETAL,57
104027,SMOKED PORTER GIN,BEER_MICRO SPIRITS_BROAD,75
22382,VOUVRAY BLUEBERRY,WINE_VARIETAL FLAVOR_STYLE,211
117906,BERLINER WEISSE FRUIT BRANDY,BEER_MICRO SPIRITS_TYPE,75
119696,NEGRETTE ARMAGNAC,WINE_VARIETAL SPIRITS_TYPE,211
162625,MUSCADINE NIAGARA,WINE_VARIETAL WINE_VARIETAL,211
129450,MARECHAL FOCH ROSÉ,WINE_VARIETAL WINE_STYLE,211
227008,AROMELLA ALICANTE BOUSCHET,WINE_VARIETAL WINE_VARIETAL,211
190888,WHEATWINE GINGER,BEER_MICRO FLAVOR_STYLE,75
182007,MEDIUM SWEET TRIOMPHE D’ALSACE,WINE_SUBSTYLE WINE_VARIETAL,18
226249,PEPPERMINT SCHNAPPS RETSINA,SPIRITS_TYPE WINE_VARIETAL,77
59343,WATERMELON MEZCAL,FLAVOR_STYLE SPIRITS_BROAD,57
4307,RAUCHBIER DUNKEL,BEER_MICRO BEER_MICRO,75
110932,VINS DOUX NATURELS BLENDED WHISKY,WINE_STYLE SPIRITS_TYPE,13
46352,DRY STOUT VARIETY,BEER_MICRO FLAVOR_BROAD,75
80985,ACAI DOLCETTO,WINE_VARIETAL WINE_VARIETAL,211
25202,VIGNOLES PEANUT BUTTER,WINE_VARIETAL FLAVOR_STYLE,211
65170,CHELOIS SAMBUCA,WINE_VARIETAL SPIRITS_TYPE,211
1418,GAMAY BEAUJOLAIS HYBRID or SPECIALTY BEER,WINE_VARIETAL BEER_STYLE,211
182085,LAGREIN TRIOMPHE D’ALSACE,WINE_VARIETAL WINE_VARIETAL,211
113243,PEAR COGNAC,FLAVOR_STYLE SPIRITS_TYPE,57
119188,BARDOLINO IMMATURE BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
54527,FRUIT BRANDY TANGERINE,SPIRITS_TYPE FLAVOR_STYLE,77
181816,BLACK IPA or CASCADIAN DARK ALE TRIOMPHE D’ALSACE,BEER_MICRO WINE_VARIETAL,75
111556,BARDOLINO BLENDED WHEAT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
151024,MALBEC SOUZÃO,WINE_VARIETAL WINE_VARIETAL,211
79119,NIGORI CHARBONO,WINE_SUBSTYLE WINE_VARIETAL,18
159930,STRIAGHT BOURBON WHISKY ERBALUCE,SPIRITS_TYPE WINE_VARIETAL,77
102851,VERDICCHIO APRICOT,WINE_VARIETAL FLAVOR_STYLE,211
132490,PINOT MEUNIER KUNSHU,WINE_VARIETAL WINE_SUBSTYLE,211
90849,STRAIGHT RYE MALT WHISKY ENGLISH STRONG BITTER (ESB),SPIRITS_TYPE BEER_MICRO,77
116968,SWEET GRAPPA BRANDY,FLAVOR_BROAD SPIRITS_TYPE,5
223756,KRISTALLWEIZEN LOUISE SWENSON,BEER_MICRO WINE_VARIETAL,75
186554,PINEAPPLE EISWEIN,FLAVOR_STYLE WINE_VARIETAL,57
122916,MARC PEPPERMINT SCHNAPPS,WINE_VARIETAL SPIRITS_TYPE,211
69246,WITBIER GOLDWASSER,BEER_MICRO SPIRITS_TYPE,75
196432,LÉON MILLOT BAROLO,WINE_VARIETAL WINE_VARIETAL,211
174274,ROSÉ TEMPRANILLO,WINE_VARIETAL WINE_VARIETAL,211
130465,CANADIAN WHISKY MEDIUM SWEET,SPIRITS_TYPE WINE_SUBSTYLE,77
148729,VERDELHO CATAWBA,WINE_VARIETAL WINE_VARIETAL,211
108387,VANILLA CORN WHISKY,FLAVOR_STYLE SPIRITS_TYPE,57
136795,AURORE BLUSH,WINE_VARIETAL WINE_VARIETAL,211
21494,SAISON WILD BERRY,BEER_MICRO FLAVOR_STYLE,75
57037,JUNMAI COCONUT,WINE_SUBSTYLE FLAVOR_STYLE,18
190987,MIXED GINGER,FLAVOR_BROAD FLAVOR_STYLE,5
96156,BANYLUS POMEGRANATE,WINE_VARIETAL FLAVOR_STYLE,211
107892,BRETT MALT WHISKY,BEER_MICRO SPIRITS_TYPE,75
100874,RAISIN BRANDY PINEAPPLE,SPIRITS_TYPE FLAVOR_STYLE,77
43824,BLANC DE BLANCS CREAM ALE,WINE_VARIETAL BEER_MICRO,211
177603,SOUSHU EHRENFELSER,WINE_SUBSTYLE WINE_VARIETAL,18
65297,PORT SAMBUCA,WINE_VARIETAL SPIRITS_TYPE,211
141141,ORTEGA NEBBIOLO,WINE_VARIETAL WINE_VARIETAL,211
2055,LEES BRANDY READY TO DRINK (RTD) or PRE-MIX COCKTAIL,SPIRITS_TYPE BEER_STYLE,77
223184,PORT SIEGFRIED,WINE_VARIETAL WINE_VARIETAL,211
168344,VOUVRAY VALDIGUIÉ,WINE_VARIETAL WINE_VARIETAL,211
45306,VINHO VERDE MILK STOUT,WINE_VARIETAL BEER_MICRO,211
216326,RUM LIQUEUR or CORDIAL LEMBERGER,SPIRITS_TYPE WINE_VARIETAL,77
207704,BRANDY ROUGEON,SPIRITS_BROAD WINE_VARIETAL,13
56091,BOAL VANILLA,WINE_VARIETAL FLAVOR_STYLE,211
159289,SIEGFRIED DE CHAUNAC,WINE_VARIETAL WINE_VARIETAL,211
122502,FUMÉ BLANC CANADIAN WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
196792,VINS DOUX NATURELS MARSANNE,WINE_STYLE WINE_VARIETAL,13
25484,BUTTERSCOTCH MACADAMIA,FLAVOR_STYLE FLAVOR_STYLE,57
102920,KATELYN APRICOT,WINE_VARIETAL FLAVOR_STYLE,211
70727,GIN SLUE GIN,SPIRITS_BROAD SPIRITS_TYPE,13
76505,IMPERIAL RED ALE JUKUSHU,BEER_MICRO WINE_SUBSTYLE,75
79626,FRONTENAC CHARDONNAY,WINE_VARIETAL WINE_VARIETAL,211
113685,SOUSHU RUM LIQUEUR or CORDIAL,WINE_SUBSTYLE SPIRITS_TYPE,18
103268,RYE MASH WHISKY GRAPE  ,SPIRITS_TYPE FLAVOR_STYLE,77
77051,CALVADOS ASTI SPUMANTE,SPIRITS_TYPE WINE_VARIETAL,77
227057,OTHER FLAVORED MALT BEVERAGES NOIRET,BEER_STYLE WINE_VARIETAL,8
96846,ADJUNCT LAGER PEACH,BEER_MICRO FLAVOR_STYLE,75
212936,PEAR VIOGNIER,FLAVOR_STYLE WINE_VARIETAL,57
216558,LAGER MADELEINE SYLVANER,BEER_STYLE WINE_VARIETAL,8
220066,ROSÉ CHOKECHERRY,WINE_VARIETAL WINE_VARIETAL,211
62391,TEROLDEGO RYE MASH WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
18195,BLONDE ALE LAMBIC or GUEUZE,BEER_MICRO BEER_MICRO,75
11086,COCONUT SMOKED PORTER,FLAVOR_STYLE BEER_MICRO,57
158809,MUSCADINE CRÉMANT,WINE_VARIETAL WINE_VARIETAL,211
116176,MOSCATEL DE SETUBAL BLENDED RYE MALT WHISKY,WINE_STYLE SPIRITS_TYPE,13
135986,SMOKED PORTER BLANC DE BLANCS,BEER_MICRO WINE_VARIETAL,75
135712,CANADIAN WHISKY BEAUJOLAIS,SPIRITS_TYPE WINE_VARIETAL,77
1222,VINS DOUX NATURELS HYBRID or SPECIALTY BEER,WINE_STYLE BEER_STYLE,13
216254,SHERRY LEMBERGER,WINE_VARIETAL WINE_VARIETAL,211
86424,BERLINER WEISSE MARQUETTE,BEER_MICRO WINE_VARIETAL,75
224674,CIDER NIGORI,BEER_STYLE WINE_SUBSTYLE,8
138791,SYMPHONY GATTINARA,WINE_VARIETAL WINE_VARIETAL,211
151188,NERO D’AVOLA SOUZÃO,WINE_VARIETAL WINE_VARIETAL,211
215551,MEAD FRONTENAC GRIS,WINE_VARIETAL WINE_VARIETAL,211
83092,BIERE DE GARDE SEYVAL BLANC,BEER_MICRO WINE_VARIETAL,75
182180,CRIANZA TRIOMPHE D’ALSACE,WINE_VARIETAL WINE_VARIETAL,211
77317,KRISTALLWEIZEN BANYLUS,BEER_MICRO WINE_VARIETAL,75
1153,BANANA HYBRID or SPECIALTY BEER,FLAVOR_STYLE BEER_STYLE,57
169548,LIQUEUR or CORDIAL ZWEIGELT,SPIRITS_BROAD WINE_VARIETAL,13
174916,CAYUGA (WHITE) TREIXADURA,WINE_VARIETAL WINE_VARIETAL,211
88459,ADVOCAAT LUCIE KUHLMANN,SPIRITS_BROAD WINE_VARIETAL,13
2944,BELGIAN PALE ALE SELTZERS,BEER_MICRO BEER_STYLE,75
78165,NIGORI BARBARESCO,WINE_SUBSTYLE WINE_VARIETAL,18
169798,STAR THISTLE HONEY MEAD ZWEIGELT,WINE_VARIETAL WINE_VARIETAL,211
10568,CHILE BEER IMPERIAL or BALTIC PORTER,BEER_MICRO BEER_MICRO,75
36888,SOUSHU CHILE BEER,WINE_SUBSTYLE BEER_MICRO,18
101196,CHOCOLATE or COCOA BEER ACAI,BEER_MICRO FLAVOR_STYLE,75
168590,BRANDY VERDELHO,SPIRITS_BROAD WINE_VARIETAL,13
47614,MARSALA BLACKBERRY,WINE_VARIETAL FLAVOR_STYLE,211
60086,SYMPHONY RYE WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
104403,BLANC DE BLANCS GIN,WINE_VARIETAL SPIRITS_BROAD,211
222945,SOUR ALE SIEGFRIED,BEER_MICRO WINE_VARIETAL,75
71064,VINHO VERDE SLUE GIN,WINE_VARIETAL SPIRITS_TYPE,211
200594,CALVADOS GRENACHE,SPIRITS_TYPE WINE_VARIETAL,77
154185,POMEGRANATE CASTEL,FLAVOR_STYLE WINE_VARIETAL,57
129967,BLENDED RYE WHISKY FULL BODY,SPIRITS_TYPE WINE_SUBSTYLE,77
124520,OATMEAL STOUT APPLE BRANDY,BEER_MICRO SPIRITS_TYPE,75
111971,POMEGRANATE BLENDED STRIAGHT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
33761,UGNI BLANC IMPERIAL STOUT,WINE_VARIETAL BEER_MICRO,211
123590,PINEAPPLE POMACE or MARC BRANDY,FLAVOR_STYLE SPIRITS_TYPE,57
148965,KIRSCHWASSER CHAMBOURCIN,SPIRITS_TYPE WINE_VARIETAL,77
17506,CAYUGA (WHITE) KELLERBIER or ZWICKELBIER,WINE_VARIETAL BEER_MICRO,211
91047,BLANC DE BLANCS ENGLISH STRONG BITTER (ESB),WINE_VARIETAL BEER_MICRO,211
77725,CHARDONNAY BANYLUS,WINE_VARIETAL WINE_VARIETAL,211
149709,BLENDED BOURBON WHISKY EAU DE VIE,SPIRITS_TYPE WINE_VARIETAL,77
181913,DE CHAUNAC TRIOMPHE D’ALSACE,WINE_VARIETAL WINE_VARIETAL,211
205976,RIESLING KATELYN,WINE_VARIETAL WINE_VARIETAL,211
3305,CRIANZA SELTZERS,WINE_VARIETAL BEER_STYLE,211
2407,WEIZENBOCK OTHER FLAVORED MALT BEVERAGES,BEER_MICRO BEER_STYLE,75
153205,WHEATWINE SAUVIGNON BLANC,BEER_MICRO WINE_VARIETAL,75
80332,WILD BERRY CLARET,FLAVOR_STYLE WINE_VARIETAL,57
67369,MANGO DRIED FRUIT BRANDY,FLAVOR_STYLE SPIRITS_TYPE,57
64030,MANGO RESIDUE BRANDY,FLAVOR_STYLE SPIRITS_TYPE,57
160092,AGLIANCO ERBALUCE,WINE_VARIETAL WINE_VARIETAL,211
199112,BUTTERSCOTCH MALBEC,FLAVOR_STYLE WINE_VARIETAL,57
222199,CARMENERE MULLED WINE,WINE_VARIETAL WINE_VARIETAL,211
188150,AQUAVIT PRIMITIVO,SPIRITS_BROAD WINE_VARIETAL,13
220751,MAGNOLIA LA CRESCENT,WINE_VARIETAL WINE_VARIETAL,211
220752,NOIRET LA CRESCENT,WINE_VARIETAL WINE_VARIETAL,211
98515,STRAIGHT MALT WHISKY ORANGE,SPIRITS_TYPE FLAVOR_STYLE,77
78457,SLUE GIN CAVA,SPIRITS_TYPE WINE_VARIETAL,77
174965,ZWEIGELT TREIXADURA,WINE_VARIETAL WINE_VARIETAL,211
206687,TRIPLE SEC MUSCAT OTTONEL,SPIRITS_TYPE WINE_VARIETAL,77
45885,AMERICAN IPA SHANDY,BEER_MICRO BEER_MICRO,75
202320,CHOCOLATE or COCOA BEER PETIT VERDOT,BEER_MICRO WINE_VARIETAL,75
226222,CINNAMON RETSINA,FLAVOR_STYLE WINE_VARIETAL,57
8698,MANGO BLACK IPA or CASCADIAN DARK ALE,FLAVOR_STYLE BEER_MICRO,57
95734,CAYUGA (WHITE) PAPAYA,WINE_VARIETAL FLAVOR_STYLE,211
157068,STRIAGHT BOURBON WHISKY PINOTAGE,SPIRITS_TYPE WINE_VARIETAL,77
23699,CHÂTEAUNEUF-DU-PAPE HONEY,WINE_VARIETAL FLAVOR_STYLE,211
64135,RYE MALT WHISKY RESIDUE BRANDY,SPIRITS_TYPE SPIRITS_TYPE,77
183124,AROMELLA PINOT GRIS,WINE_VARIETAL WINE_VARIETAL,211
166333,GRÜNER VELTLINER FRONTENAC,WINE_VARIETAL WINE_VARIETAL,211
32804,TORRONTÉS PILSNER or PILSENER,WINE_VARIETAL BEER_MICRO,211
200836,HAZY IPA LAMBRUSCO,BEER_MICRO WINE_VARIETAL,75
12496,BIERE DE GARDE SOUR ALE,BEER_MICRO BEER_MICRO,75
106556,IMPERIAL RED ALE VODKA,BEER_MICRO SPIRITS_TYPE,75
62846,MADELEINE SYLVANER BLENDED SCOTCH WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
197143,GIN LIQUEUR or CORDIAL TOKAY,SPIRITS_TYPE WINE_VARIETAL,77
171000,GOLDWASSER CINSAUT,SPIRITS_TYPE WINE_VARIETAL,77
16366,BLENDED RYE MALT WHISKY BARLEYWINE,SPIRITS_TYPE BEER_MICRO,77
112851,BANYLUS DISTILLED GIN,WINE_VARIETAL SPIRITS_TYPE,211
211698,ST. CROIX KERNER,WINE_VARIETAL WINE_VARIETAL,211
59925,CHIANTI RYE WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
59868,BLENDED STRIAGHT WHISKY RYE WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
112919,DIAMOND DISTILLED GIN,WINE_VARIETAL SPIRITS_TYPE,211
158009,MINT CHANCELLOR (NOIR),FLAVOR_STYLE WINE_VARIETAL,57
6950,OAKY DORTMUNDER,WINE_SUBSTYLE BEER_MICRO,18
76071,GRAPPA BRANDY JUNSHU,SPIRITS_TYPE WINE_SUBSTYLE,77
208503,CARAMEL TRAMINETTE,FLAVOR_STYLE WINE_VARIETAL,57
122266,OUZO CANADIAN WHISKY,SPIRITS_TYPE SPIRITS_TYPE,77
126220,MALBEC CALVADOS,WINE_VARIETAL SPIRITS_TYPE,211
190980,ISABELLA GINGER,WINE_VARIETAL FLAVOR_STYLE,211
51345,PETIT MANSENG MELON,WINE_VARIETAL FLAVOR_STYLE,211
27138,ORTEGA STRIAGHT BOURBON WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
95055,TEQUILA LIME,SPIRITS_BROAD FLAVOR_STYLE,13
164087,L’ACADIE BLANC TEROLDEGO,WINE_VARIETAL WINE_VARIETAL,211
174061,AROMELLA SYMPHONY,WINE_VARIETAL WINE_VARIETAL,211
61905,ACAI STRIAGHT CORN WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
69794,STRAIGHT WHEAT WHISKY RYE LIQUEUR or CORDIAL,SPIRITS_TYPE SPIRITS_TYPE,77
90504,NIAGARA AMERICAN PALE ALE,WINE_VARIETAL BEER_MICRO,211
168605,SCOTCH WHISKY VERDELHO,SPIRITS_TYPE WINE_VARIETAL,77
212420,BLEND CORTESE,WINE_STYLE WINE_VARIETAL,13
116231,EDELWEISS BLENDED RYE MALT WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
29535,GREEN HUNGARIAN SCOTCH WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
192260,SAISON RUM,BEER_MICRO SPIRITS_BROAD,75
27491,CONSTANTIA BLENDED IRISH WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
13906,BARLEYWINE ENGLISH IPA,BEER_MICRO BEER_MICRO,75
106946,GOSE BOURBON WHISKY,BEER_MICRO SPIRITS_TYPE,75
176953,STAR THISTLE HONEY MEAD CHELOIS,WINE_VARIETAL WINE_VARIETAL,211
54324,EAU DE VIE PUMPKIN,WINE_VARIETAL FLAVOR_STYLE,211
181685,PORT SYRAH,WINE_VARIETAL WINE_VARIETAL,211
107484,SOUSHU WHEAT WHISKY,WINE_SUBSTYLE SPIRITS_TYPE,18
224298,VANILLA RED,FLAVOR_STYLE WINE_STYLE,57
113933,STRIAGHT CORN WHISKY RUM LIQUEUR or CORDIAL,SPIRITS_TYPE SPIRITS_TYPE,77
63425,SYMPHONY COMPOUNDED GIN,WINE_VARIETAL SPIRITS_TYPE,211
6957,BANYLUS DORTMUNDER,WINE_VARIETAL BEER_MICRO,211
102832,ALIGOTÉ APRICOT,WINE_VARIETAL FLAVOR_STYLE,211
163594,VIDAL BLANC SCHEUREBE,WINE_VARIETAL WINE_VARIETAL,211
75466,FRUIT UME SHU,FLAVOR_BROAD WINE_SUBSTYLE,5
22905,MAIBOCK or HELLES BOCK BANANA,BEER_MICRO FLAVOR_STYLE,75
40227,SOUSHU HAZY IPA,WINE_SUBSTYLE BEER_MICRO,18
145011,KOMBUCHA FRASCATI,BEER_STYLE WINE_VARIETAL,8
151298,AMERICAN PALE ALE BLANC DE NOIRS,BEER_MICRO WINE_VARIETAL,75
62482,MUSCAT CANELLI RYE MASH WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
83233,STRAIGHT RYE WHISKY SEYVAL BLANC,SPIRITS_TYPE WINE_VARIETAL,77
42273,AGLIANCO BELGIAN PALE ALE,WINE_VARIETAL BEER_MICRO,211
421,KIR LAGER,WINE_VARIETAL BEER_STYLE,211
33353,VOUVRAY DUBBEL,WINE_VARIETAL BEER_MICRO,211
217688,DE CHAUNAC RUBY CABERNET,WINE_VARIETAL WINE_VARIETAL,211
114499,HAZY IPA NEUTRAL BRANDY,BEER_MICRO SPIRITS_TYPE,75
162790,GRAIN SPIRITS RKATSITELI,SPIRITS_TYPE WINE_VARIETAL,77
119126,POMEGRANATE IMMATURE BRANDY,WINE_VARIETAL SPIRITS_TYPE,211
58380,SOUR ALE WHISKY,BEER_MICRO SPIRITS_BROAD,75
51777,SAKE PECAN,WINE_STYLE FLAVOR_STYLE,13
62855,TORRONTÉS BLENDED SCOTCH WHISKY,WINE_VARIETAL SPIRITS_TYPE,211
38687,TANGERINE SAHTI,FLAVOR_STYLE BEER_MICRO,57
129945,ACAI FULL BODY,FLAVOR_STYLE WINE_SUBSTYLE,57
187339,TRIOMPHE D’ALSACE SAUTERNS,WINE_VARIETAL WINE_VARIETAL,211
196359,ARNEIS BAROLO,WINE_VARIETAL WINE_VARIETAL,211
49382,BRANDY LIQUEUR or CORDIAL HIBISCUS,SPIRITS_TYPE FLAVOR_STYLE,77
125506,BITTERS BOURBON LIQUEUR or CORDIAL,SPIRITS_BROAD SPIRITS_TYPE,13
98872,GRAIN SPIRITS LAVENDER,SPIRITS_TYPE FLAVOR_STYLE,77
166670,APRICOT LAGREIN,FLAVOR_STYLE WINE_VARIETAL,57
5064,MOURVEDRE MARZEN or OKTOBERFEST,WINE_VARIETAL BEER_MICRO,211
5029,WHITE MARZEN or OKTOBERFEST,WINE_STYLE BEER_MICRO,13
219446,LAMBIC or GUEUZE VERMENTINO,BEER_MICRO WINE_VARIETAL,75
15806,MARZEN or OKTOBERFEST BRETT,BEER_MICRO BEER_MICRO,75
147881,AMBER or RED LAGER CANNONAU,BEER_MICRO WINE_VARIETAL,75
89483,CABERNET FRANC ROBUST PORTER,WINE_VARIETAL BEER_MICRO,211
99962,FULL BODY MANGO,WINE_SUBSTYLE FLAVOR_STYLE,18
127229,DIAMOND PORT,WINE_VARIETAL WINE_STYLE,211
